ID,PEAKID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
PHOL,PHOL,https://nepalhimalpeakprofile.org/phole,Phole,,27.68583333333333,88.01,6645.0,21801.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
PHUG,PHUG,,Phu Kang Go,"Phu Khang Go,Athahra Saya Khola Himal",28.734702,84.49172,,,,,,,,,,Peri,,
PHUK,PHUK,https://nepalhimalpeakprofile.org/phu-khang,Phu Khang,,28.793333333333337,84.44916666666667,6694.0,21962.0,Opened,,,Phu Khang which lies in the Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri Himal,Spring 5000 (NRs),Spring 400 (USD)
PHUN,PHUN,https://nepalhimalpeakprofile.org/phu-khang-north,Phu Khang North,,28.820833333333333,84.43777777777778,6580.0,21542.0,Opened,,,Phu Khang North is part of Peri sub range of the Nepalese Himalayas and is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Spring 5000 (NRs),Spring 400 (USD)
PHUR,PHUR,https://nepalhimalpeakprofile.org/phurbi-chyachu,Phurbi Chyachu,"Phurbi Chhyachu,Purbi Gyachu",28.13055555555556,85.87194444444444,6631.0,21755.0,Opened,01/05/1982,"Shintaro Kurokawa,Fumihito Ogawa,Hiromitsu Okamoto,Takashi Shingaki,Hajime Takigami,Ang Phuri Lama,Pemba Lama Sherpa",,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD)
PISA,PISA,https://nepalhimalpeakprofile.org/pisang,Pisang,Jong Ri,28.64611111111111,84.18833333333333,6091.0,19984.0,Opened,10/06/2023,Juergen Wellenkamp,"Pisang peak (6,091 m) lies just north of the Manang Valley which the famous
Annapurna Circuit passes through. While sometimes offered as a three-
day excursion from the village of Pisang, this can only be done if properly
acclimatised.
The climb since 2005 approaches via the West ridge. The upper part of the
ridge, above the high camp at 5,200 m, is guarded by huge rock slabs
which make it difficult to climb, especially in wet or snowy conditions. Inexperienced climbers may feel more comfortable on Island Peak or
nearby Chulu Far East.
Naturally there are fabulous views to be seen from the summit over the
Manang Valley and the Annapurna Range.
A German expedition made the first ascent of Pisang Peak in 1955.",Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Spring 4000 (NRs),Spring 250 (USD)
PK04,PK04,https://nepalhimalpeakprofile.org/peak-4,Peak 4,,27.852777777777774,87.01333333333334,6736.0,20627.0,Opened,,,Peak 4 which lies in Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha,Makalu,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
PK41,PK41,https://nepalhimalpeakprofile.org/peak-41,Peak 41,,27.7739,86.9114,6649.0,21814.0,Opened,,,Peak 41 which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu/Mahakulung,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
PKAR,PKAR,https://nepalhimalpeakprofile.org/pankar-himal,Pankar Himal,,28.61638888888889,84.7425,6264.0,20551.0,Opened,,,Pankar is part of Kutang sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Shringi,Spring 4000 (NRs),Spring 250 (USD)
PLNG,PLNG,,Palung,Palung Ri,28.129182,86.644638,,,,,,Located in Tibet North-West of Cho Oyu,,,,Khumbu,,
POIN,POIN,,Pointed Peak,,,,,,,,,,,,,,,
POKA,POKA,,Pokalde,Dolma Ri,27.924711,86.833132,,,,,,"Pokalde Peak (or Dolma Ri) is a mountain peak of Nepal situated 12 km southwest of Mount Everest. Pokalde Peak is one of the shortest and easiest trekking peaks in the Everest Region. The majority of the 650m climb from base camp requires little more than walking with short sections of scrambling up rock.During the trekking seasons this rocky peak is scarcely covered by snow. Despite its lack of any great technical difficulty, it offers trekkers the prospect of reaching 5,800m in elevation and superb views from the summit, particularly to the South East, North West and West. Other prominent mountains visible from the summit include Makalu, Ama Dablam and Pumori. Because of its relatively low difficulty and impressive summit vista's for this altitude, Pokalde is a popular commercial tourist peak in Nepal for those wishing to climb a Himalayan peak without needing to use ice axes and crampons.The first ascent of Pokalde Peak was made in April 1953 via the ridge adjoining the Pokalde summit with the Kongma La high pass (5535m). This ridge continues from Kongma La to the slightly higher Mehra Peak (Kongma Tse) at 5820m and beyond. Hence the prominence of Pokalde Peak is modest at 271m (889 feet). Most ascents of Pokalde Peak nowadays are made by skirting the opposite Makalu side of the mountain.Pokalde Peak can be easily climbed in half a day by a fit and acclimatised group with appropriate leadership. Despite its low difficulty, sections of Pokalde are quite exposed so it shouldn't be attempted in poor weather. Doing so would significantly increase the difficulty of the climb above that of a ""simple trekking peak"". The final pitch to the summit also involves a short section of near vertical scrambling which for amateurs should definitely be protected by rope.The base camp of Pokalde Peak is situated in a raised ""amphitheatre"" style valley with a large circular lake in the middle below the Kongma La pass. About 40 minutes from the base camp is the Kongma glacier. This glacier offers ice walls suitable for ice climbing training by appropriately equipped and motivated groups. The glacier is said to be receding in size.Footprint evidence of significant snow leopard activity has been witnessed in the vicinity of Pokalde Peak base camp. This is despite the popularity of the area in being the gateway to both a major trekking peak as well as a high pass.Even during the trekking seasons, it is not uncommon for overnight temperatures at base camp to be in excess of twenty degrees below freezing.By elevation Pokalde is# 67 out of 83 in Sagarmatha National Park# 82 out of 99 in SolukhumbuBy prominence Pokalde is# 43 out of 83 in Sagarmatha National Park# 85 out of 212 in Eastern Development Region# 56 out of 99 in Solukhumbu",Province 1,Solukhumbu/NC,,,,
POKR,POKR,https://nepalhimalpeakprofile.org/pokhar-khang,Pokhar Khang,Pokharkan,28.81277777777778,84.22888888888889,6348.0,20905.0,Opened,17/11/2023,"Richard Scott,Dave,Jones,Kaji Sherpa",,Gandaki Pradesh,Manang,Nar Phu,Damodar,Spring 4000 (NRs),Spring 250 (USD)
POTA,POTA,https://nepalhimalpeakprofile.org/pota-north,Pota North,Peak Hawley,28.77583333333333,83.1975,6182.0,20282.0,Opened,,,,Karnali Pradesh,Dolpa,Chharka Tongsong,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
PSNG,PASA,https://nepalhimalpeakprofile.org/pasang-lhamu-chuli,Pasang Lhamu Chuli,"Jasemba,Jasamba",28.07333333333333,86.61694444444444,7351.0,24117.0,Opened,12/10/1986,"Katsushi Emura,Yukitoshi Endo,Katsuo Matsuki,Yoshihiro Shikoda","Pasang Lhamu Chuli, also known as Jasumba, is about 5 km west of Cho Oyu. It was opened for expedition in 1995 and the name itself represents that it was named in honor of the first women to ascent Mt. Everest, Pasang Lhamu Sherpa.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD)
PUCH,PUCH,https://nepalhimalpeakprofile.org/punchen-himal,Punchen Himal,,28.660833333333333,85.14833333333334,6049.0,19846.0,Opened,,,"Punchen Himal part of Ganesh sub range of the Nepalese Himalayas lies in the Nepal-Tiber border, 30 km North of Ganesh Himal.",Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Rs (NRs), (USD)
PUMO,PUMO,https://nepalhimalpeakprofile.org/pumo-ri,Pumo RI,,28.015,86.83055555555555,7161.0,23494.0,Opened,17/05/1962,"Gerhard Lenser,Ernst Farrer,Ueli Huerlemann,Hans Ruetzel","Pumori is the part of Mahalangur range which lie in the border of Nepal and Tibet, China. It is 8 km away from Mt. Everest. The name Pumo Ri means “Mountain(Ri) Daughter(Pumo)” in Sherpa Language and it was named by George Mallory.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
PURB,PURB,https://nepalhimalpeakprofile.org/purbung,Purbung,Putrung,28.80138888888889,84.02055555555556,6500.0,21325.0,Opened,,,,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Damodar,Spring 5000 (NRs),Spring 400 (USD)
PURK,PURK,https://nepalhimalpeakprofile.org/purkung,Purkung,"Purkhung,Purkhang",28.8147,83.9928,6126.0,20098.0,Opened,16/08/2023," ,Ishihara, ,Endo, ,Hatsushiya, ,Kubo, ,Iwasaki, ,Yumoto,Ang Kami,Da Chhemba,Gelu,Lhakpa Tenzi,Pema Tenji,Wongchu Sherpas",,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Damodar,Spring 4000 (NRs),Spring 250 (USD)
PUTH,PUTH,https://nepalhimalpeakprofile.org/putha-hiun-chuli,Putha Hiun Chuli,Dhaulagiri Sudur Pashchim Pradesh,28.747777777777777,83.14805555555556,7246.0,23773.0,Opened,11/11/1954," ,Roberts,Ang Nyima Sherpa",,Gandaki Pradesh,Dolpa/Rukum,Kaike/Chharka,Dhaulagiri,Spring 6000 (NRs),Spring 500 (USD)
PUTS,PUTS,https://nepalhimalpeakprofile.org/putha-shoulder,Putha Shoulder,,28.736,83.145,6598.0,21647.0,Proposed to open,,,,Gandaki Pradesh,Myagdi/Rukum,Dhawalagiri/Putha,Dhaulagiri,,
PUTW,PUTW,https://nepalhimalpeakprofile.org/putha-west,Putha West,,28.7432,83.1167,6620.0,21719.0,Proposed to open,,,,Karnali Pradesh,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
RAKS,RAKS,https://nepalhimalpeakprofile.org/raksha-urai,Raksha Urai,Raksha Urai III,30.00583333333333,81.12888888888888,6593.0,21630.0,Opened,15/10/2003,"Arnaud Clere,Catherine Couland,Gael Faroux,Keshab Raj Gurung",,Sudhurpashchim Pradesh,Bajhang,Kanda,Urai Lekh,Spring 5000 (NRs),Spring 400 (USD)
RAMD,RAMD,https://nepalhimalpeakprofile.org/ramdong-go,Ramdong Go,Ramdung,27.81861111111111,86.43361111111112,5900.0,19357.0,Opened,15/10/2023,"Tom MacKinnon,Dawa Tenzing Sherpa,Mingma Sherpa","Ramdung (5,925 m) is situated in the remote upper Rolwaling Valley due
south of the village of Na. It is often climbed in combination with Parchermo
(6,187 m) and a crossing into the Khumbu via the infamous Tashi Lapcha
pass (5,760m).
The trek into Rolwaling adds to the attraction of these peaks. It is much less
frequently visited than the Khumbu region and is a secretive valley which
twists and turns, with views restricted by steep forested cliffs, until the valley
opens up to superb Himalayan mountain scenery.
The straightforward normal route up the North East Face of the icy dome of
Ramdung is long and usually requires two camps for proper acclimatisation.
Basecamp is positioned below the Yalung La (5,310 m), and nearby Yalung
Peak (5,650 m) is an ideal acclimatisation climb. A spectacular high camp is
normally located on the glacier below the summit ridge.
The mountain offers a panoramic view of mountain ranges from Langtang to
Everest and a splendid view of the mighty triple topped peak Gauri Shankar
and Menlungtse.",Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
RAMT,RAMT,https://nepalhimalpeakprofile.org/ramtang,Ramtang,,27.750833333333333,88.09583333333333,6601.0,21657.0,Opened,15/05/2023,"Erwin Schneider,Frank Smythe",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
RANI,RANI,,Rani Peak,"Lidanda Peak,Himalchuli Northeast",28.46624,84.6896,,,,,,,,,,,,
RATH,RATH,https://nepalhimalpeakprofile.org/rathong,Rathong,,27.59361111111111,88.0911111111111,6682.0,21922.0,Opened,29/10/1964," ,Ahluwalia,Ang Kami Sherpa,Dorje Latoo Sherpa,Nawang Gombu Sherpa",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
RATN,RATC,https://nepalhimalpeakprofile.org/ratna-chuli,Ratna Chuli,,28.864444444444445,84.37722222222222,7128.0,23081.0,Opened,14/10/1996,"Osamu Tanabe,Santa Bahadur Ale,Katsuhiko Sawada,Durge Bahadur Tamang,Tul Bahadur Tamang","Ratna chuli is located between the border village of Phu (Manang district) and Tibet (China) in north of the Annapurna and Manaslu region. Ratna chuli is the highest peak in the Peri himal range, north west of the Manaslu himal. Lugula himal (6889 m.) is situated 11.83 kms. west of this peak. The nearest mountain, the 7126 m. high Himlung himal is located 11.27 kms. south east.",Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Rs (NRs), (USD)
RAUN,RAUN,https://nepalhimalpeakprofile.org/raungsiyar,Raungsiyar,,27.907777777777778,86.55944444444444,6224.0,20420.0,Opened,04/10/2023,"Nima Tenji Sherpa,Dawa Gyalje Sherpa,Tashi Sherpa",,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
RHIM,RHIM,https://nepalhimalpeakprofile.org/rhimbu,Rhimbu,,28.559444444444445,85.0475,6210.0,20374.0,Opened,,,Rhimbu peak which lies in Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD)
ROKN,ROKN,https://nepalhimalpeakprofile.org/rolwaling-khang-north,Rolwaling Khang North,,27.9163,86.5308,6526.0,21411.0,Proposed to open,,,,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
ROLK,ROLK,https://nepalhimalpeakprofile.org/rolwaling-khang,Rolwaling Khang,,27.8975,86.5231,6664.0,21863.0,Opened,,,,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
ROLM,ROLM,https://nepalhimalpeakprofile.org/rolmi,Rolmi,,28.567777777777778,85.05027777777778,6056.0,19869.0,Opened,,,Rolmi which is part of the Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD)
ROMA,ROMA,,Roma,Mt. Roma,29.804326,81.347198,,,Opened,,,,Sudhurpashchim Pradesh,	Bajhang,,Saipal,,
RON1,LUNR,https://nepalhimalpeakprofile.org/rongshar-ri-i,Rongshar Ri I,"Lunag Ri,Lunag I",28.051424,86.549701,6900.0,22638.0,Opened,,,Rongshar Ri I is part of the Mahalangur range of the Nepalese Himalayas and is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
RON2,LUNW,https://nepalhimalpeakprofile.org/rongshar-ri-ii,Rongshar Ri II,"Lunag West,Little Lunag",28.05,86.534866,6502.0,21332.0,Proposed to open,,,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
SAIE,SAIE,https://nepalhimalpeakprofile.org/saipal-east,Saipal East,,29.891111111111112,81.50055555555555,6882.0,22720.0,Opened,26/10/1990,"Jacques Montaz,Tendi Sherpa",,Karnali Pradesh,Humla/Bajhang,Namkha/Kanda,Saipal,Spring 5000 (NRs),Spring 400 (USD)
SAIP,SAIP,https://nepalhimalpeakprofile.org/saipal,Saipal,,29.887777777777774,81.49472222222222,7031.0,23064.0,Opened,21/10/1963,"Katsuotoshi Hirabayashi,Pasang Phutar Sherpa, ",,Karnali Pradesh,Humla/Bajhang,Namkha/Kanda,Gurans,Spring 6000 (NRs),Spring 500 (USD)
SALB,SHAL,https://nepalhimalpeakprofile.org/salbachum,Salbachum,Phrul Rangtshan Ri,28.271666666666665,85.63444444444445,6707.0,22031.0,Opened,25/10/1959,"Sadao Hojo,Tetsuro Terahata,Dawa Thondup Sherpa,Pasang Temba Sherpa",Salbachum peak which lies in the Langtang sub range of the Nepalese Himalayas is located in the Rasuwa district of Central Nepal.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 5000 (NRs),Spring 400 (USD)
SALD,SALD,https://nepalhimalpeakprofile.org/saldim,Saldim,Peak 5,27.82138888888889,87.17305555555556,6374.0,20935.0,Opened,,,,Province 1,Sankhuwasabha/NC,Makalu/Bhot,Mahalangur,Rs (NRs), (USD)
SALW,SALW,https://nepalhimalpeakprofile.org/saldim-west,Saldim West,,27.824166666666667,87.15916666666668,6388.0,20915.0,Opened,,,Saldim West which is part of the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
SAMD,SAMD,https://nepalhimalpeakprofile.org/samdo-peak,Samdo Peak,,28.63611111111111,84.69722222222222,6335.0,20784.0,Opened,20/10/2023,"Yasuke Kuramoto,Yoshitaka Kameoka,Kohei Kotani,Seiya Nakasukasa,Daisuke Nakatsuka,Hiroki Yamamoto",Samdo Peak which lies in the Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Spring 4000 (NRs),Spring 250 (USD)
SAMJ,SAMJ,https://nepalhimalpeakprofile.org/samjang,Samjang,,28.7862,83.0812,5924.0,19435.0,Proposed to open,,,,Lumbini,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
SANB,SANB,,Sano Bhrikuti,,28.926972,84.167488,,,,,,Sano Bhrikuti (6 301m/20 673ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 0m/0ft.By elevation Sano Bhrikuti is# 54 out of 119 in Annapurna Conservation Area# 89 out of 216 in Western Development Region# 27 out of 71 in MustangBy prominence Sano Bhrikuti is# 71 out of 71 in Mustang,Gandaki Pradesh,Mustang/Myagdi,,,,
SANC,SANC,https://nepalhimalpeakprofile.org/sanctuary-peak,Sanctuary Peak,,29.42388888888889,82.62583333333333,6207.0,20364.0,Opened,,,Sanctuary Peak which lies in the Kanjiraba sub range of the Nepalese Himalayas is located in the Mugu and Dolpa District of Mid-Western Nepal.,Karnali Pradesh,Mugu/Dolpa,Jagdulla/Mugu,Kanjiroba,Spring 4000 (NRs),Spring 250 (USD)
SANK,SANK,,Sano Kailash,,28.941935,84.133556,,,,,,Sano Kailash (6 409m/21 027ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 213m/699ft.By elevation Sano Kailash is# 37 out of 119 in Annapurna Conservation Area# 67 out of 216 in Western Development Region# 14 out of 71 in MustangBy prominence Sano Kailash is# 63 out of 119 in Annapurna Conservation Area# 36 out of 71 in Mustang,Gandaki Pradesh,Mustang/Myagdi,,,,
SARI,SARI,https://nepalhimalpeakprofile.org/saribung,Saribung,Selibung,28.884444444444444,84.1738888888889,6346.0,20761.0,Opened,15/10/2023,"Jim Frush,Steve Furman",,Gandaki Pradesh,Mustang/Manang,Nar Phu/Dalome,Damodar,Spring 4000 (NRs),Spring 250 (USD)
SATP,SATO,https://nepalhimalpeakprofile.org/sat-peak,Sat Peak,,27.711111111111112,87.91416666666667,6220.0,20223.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
SAUL,SAUL,https://nepalhimalpeakprofile.org/saula,Saula,,28.61388888888889,84.75611111111111,6235.0,20456.0,Opened,,,Saula peak which lies in Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Kutang,Spring 4000 (NRs),Spring 250 (USD)
SENP,SENP,https://nepalhimalpeakprofile.org/senup,Senup,,27.8656,87.7811,6257.0,20528.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD)
SGRM,EVER,https://nepalhimalpeakprofile.org/sagarmatha,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86,29032.0,Opened,29/05/1953,"Tenzing Norgay Sherpa (Nepal),Edmund Hillary (New Zealand)","Mount Everest has long been revered by the local people. It has the most
common Tibetan name, Chomolungma, meaning “Goddess Mother of the
World” or “Goddess of the Valley.” The Sanskrit or Nepali name
“Sagarmatha” literally means “Peak of Heaven.” Its identity as the highest
point on the Earth’s surface was not recognized until 1852. The fact was
revealed by the governmental Survey of India in 1852. In 1865, the mountain
referred to as Peak XV was renamed as Mount Everest in honour of Sir
George Everest, the British surveyor general of India from 1830 to 1843.
Mount Everest is part of the longest Himalayan range, Mahalangur range, of
the Nepal Himalayas. It is at an elevation of 8,848 m in Khumjung Village
Development Committee under Khumbu Pasang Lhamu rural municipality in
Solukhumbu District in Eastern Development Region of Nepal. It is open for
expeditions. It takes approximately 84 days to summit the peak. A flight to
Lukla is the entry point for Sagarmatha. Sir Edmund Hillary and Tenzing
Norgay Sherpa were the first to ascent the highest peak on May 29, 1953.
The caravan route for Sagarmatha begins from Lukla to Jorsalle to Namche to
Khumjung to Pheriche to Lobuche to Gorakshep and finally to the Base Camp.
The total distance of the caravan route through Pheriche is 51.2 km. The total
climbing route is 11.2 km. The nearest settlement to Sagarmatha is Lobuche at
a distance of 8.3 km. The nearest police post and army post are at Namche at a
distance of 34.1 km. The nearest health post is located at Pheriche which is
51.2 km from Sagarmatha. The nearest tourist post to the peak is situated at
Lukla which is 51.2 km away.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Normal Route Spring 75000 (NRs),Normal Route Spring 11000 (USD)
SHA2,SHA2,https://nepalhimalpeakprofile.org/shartse-ii,Shartse II,Junction II,27.949166666666667,86.98527777777778,7457.0,24472.0,Opened,23/05/1974,"Kurt Diemburger,Hermann Warth",Shartse II which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu and Sankhuwasabha district of Eastern Nepal.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Khumbu,Spring 6000 (NRs),Spring 500 (USD)
SHAN,SHAR,https://nepalhimalpeakprofile.org/shanti-shikhar,Shanti Shikhar,"Peak 38,Shartse",27.955277777777777,86.9675,7591.0,24905.0,Opened,,,"Shanti Shikhar, which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 8000 (NRs),Spring 600 (USD)
SHER,SHER,https://nepalhimalpeakprofile.org/sherson,Sherson,"Peak 3,Shershon,Yaupa Shar",27.8339,87.1289,6422.0,21069.0,Opened,22/04/1984,"Doug Scott,Jean Afanassieff,Larry Bruce,James Fullalove,Molly Higgins",Sherson which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
SHEY,SHEY,https://nepalhimalpeakprofile.org/shey-shikhar,Shey Shikhar,,29.286944444444448,82.79722222222222,6139.0,20141.0,Opened,,,"Shey Shikhar is one of the most beautiful peaks of Dolpo region, lying in the North West of the deepest lake of Phoksundu, Nepal. It is still a virgin peak .",Karnali Pradesh,Dolpa,Jagdulla/She,Kanjiroba,Rs (NRs), (USD)
SHNW,SHNW,https://nepalhimalpeakprofile.org/sherson-north-west,Sherson North West,,27.85527777777778,87.11083333333333,6682.0,21923.0,Opened,,,Sherson North West which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
SIMN,SIMN,https://nepalhimalpeakprofile.org/simnang-himal,Simnang Himal,"P2,Simnang Himal East",28.51638888888889,84.59722222222221,6251.0,20508.0,Opened,16/05/2023,"Mistislav Gorbenko,Vadim Leontiev,Sergei Pugachov,Mykhaylo Zagirnyak",It is also known as P2. It is part of Manaslu sub range and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Manaslu,Spring 4000 (NRs),Spring 250 (USD)
SING,SING,https://nepalhimalpeakprofile.org/singu-chuli,Singu Chuli,Fluted Peak,28.58722222222222,83.885,6501.0,21329.0,Opened,13/06/1957,"David Cox,Wilfred Noyce","Singu Chuli (6,501 m) is a striking mountain that stands right in the
centre of the Annapurna Sanctuary separating the West and South
Annapurna Glaciers.
While many commercial groups head to its much easier neighbour
Tharpu Chuli (Tent Peak), Singu Chuli remains a challenge reserved for
experienced climbers.
The first ascent was made by Wilf Noyce and David Cox on its North-East
Face and the top section of the East Ridge in 1957 and gave it the name
Fluted Peak. Various routes are possible but the South Ridge is the most
attractive line.
Singu Chuli makes for fabulous, easy to access, low-cost Himalayan
climbing in the centre of the awe-inspiring natural amphitheatre of the
Annapurna Sanctuary",Gandaki Pradesh,Kaski,Annapurna,Annapurna,Spring 5000 (NRs),Spring 400 (USD)
SIS2,SIS2,https://nepalhimalpeakprofile.org/sisne-ii,Sisne II,,28.8399,82.6283,5854.0,19206.0,Proposed to open,,,,Lumbini,Rukum East/Rukum,Athbiskot/Sisne,Dhaulagiri,,
SISN,SISN,https://nepalhimalpeakprofile.org/sisne,Sisne,"Hiunchuli Patan,Murkatta Himal",28.82777777777778,82.61861111111111,5849.0,19393.0,Opened,26/05/2023,"Man Bahadur Khatri,Alonzo Lyons,Dbruba Bista,Mulal Gurung,Nilam Gurung,Ali Bahadur Khatri,Vinaya Jaya Malla,Amrit Sarki",,Lumbini,Rukum East/Rukum,Athbiskot/Sisne,Sisne Himal,Spring 4000 (NRs),Spring 250 (USD)
SITA,SITA,https://nepalhimalpeakprofile.org/sita-chuchura,Sita Chuchura,,28.7825,83.48472222222222,6611.0,21689.0,Opened,26/10/1970,"Masahiko Takahashi,Hiroshi Harada,Nobuyki Hirato,Phurba Kitar Sherpa",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Spring 5000 (NRs),Spring 400 (USD)
SNOW,SNOW,,Snow Peak,,,,,,,,,,,,,,,
SOBI,SOBI,https://nepalhimalpeakprofile.org/sobithongie,Sobithongie,,27.68555555555556,88.02805555555555,6670.0,21824.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
SPH1,SPH1,https://nepalhimalpeakprofile.org/sharphu-i,Sharphu I,"Sharphu,Tanga",27.752222222222223,87.91972222222223,7070.0,21106.0,Opened,21/10/1963,"Takao Ishinabe,Chiharu Miyamoto,Yuzo Tatsumi",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
SPH2,SPH2,https://nepalhimalpeakprofile.org/sharphu-ii,Sharphu II,,27.75777777777778,87.92166666666667,6454.0,20761.0,Opened,,,,Province 1,Taplejung,,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
SPH3,SPH3,https://nepalhimalpeakprofile.org/sharphu-iii,Sharphu III,,27.730555555555554,87.90722222222223,6885.0,20407.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
SPH4,SPH4,https://nepalhimalpeakprofile.org/sharphu-iv,Sharphu IV,,27.81527777777778,87.92027777777778,6433.0,20249.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
SPH5,SPH5,https://nepalhimalpeakprofile.org/sharphu-v,Sharphu V,,27.74527777777778,87.92,6328.0,20203.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
