PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
SURM,Surma-Sarovar North,,Api Himal (SSE of Jethi Bahurani),6564,21535,2,7,True,False,False,,,1,1,"Other map altitudes:
   6397m - HMG-MT
   6562m - Japan MMW, Leomann
   6564m - HMG-Finn

Ministry previously listed Surma-Sarovar North as 6523m. They now list a 6397m peak south of peak 6564m as Surma-Sarovar North. Both peaks are shown on the HMG-Finn map.",,0,,,,Unclimbed,,,
TAWO,Tawoche,Taboche,Khumbu Himal (NW of Ama Dablam),6495,21309,12,2,True,False,False,,,1,2,"Other map altitudes:
   6367m - Nepa
   6495m - HMG-MT, HMG-Finn
   6501m - Kielkowski
   6542m - Shangri La, Schneider, Japan MMW",1974,1,TAWO74101,Apr 15,France,"Louis Dubost, Paul Gendre",,,"E Face (High 155:16 Oct 1995)
SE Face (MM 38:10 Sep 1974)
NW Buttress (AAJ 70:48 1996) (Fowler-Littlejohn 1995 route)"
KIRA,Kirat Chuli,Tent Peak,Jongsang Himal (N of Kangchenjunga on Indian border),7362,24154,7,1,True,False,False,,,5,2,"Other map altitudes:
   7362m - HMG-MT, HMG-Finn, Nepa
   7365m - Shangri La, Japan MMW, Kielkowski",1939,2,KIRA39101,May 29,"Switzerland, Germany","Ernst Grob, Herbert Paidar, Ludwig Schmaderer",,,
THAM,Thamserku,Tramserku,Khumbu Himal (SW of Ama Dablam),6618,21713,12,2,True,False,False,,,1,2,"Other map altitudes:
   6608m - Schneider, Nepa, Japan MMW, Kielkowski
   6618m - HMG-MT, HMG-Finn, Shangri La",1964,3,THAM64301,Nov 04,New Zealand,"Lynn Crawford, Peter Farrell, John McKinnon, Richard Stewart",,History 1964-1999 (High 205:65 Dec 1999),"N Face (High 205:65 Dec 1999)
W Side (High 205:66 Dec 1999)"
THAR,Tharpu Chuli,Tent Peak,Annapurna Himal (Annapurna Sanctuary),5695,18684,1,5,False,False,True,1978,,1,2,"Other map altitudes:
   5663m - Shangri La, Schneider, Japan MMW, Leomann
   5695m - HMG-MT, HMG-Finn, Nepa",1964,3,THAR64301,Oct 23,Japan,"Masaaki Kimura, Kiyoo Shimada",,,
TILI,Tilicho,Tilitso,Annapurna-Nilgiri Himal (N of Annapurna I),7134,23406,1,5,True,False,False,,,1,2,"Other map altitudes:
   7134m - HMG-MT, HMG-Finn, Nepa, Schneider, Japan MMW, Leomann
   7135m - Shangri La",1978,3,TILI78301,Oct 10,France,Emmanuel Schmutz,Reinhold Messner claimns first ascent in autumn of 1971,,"N Face (AAJ 67:233 1993) (French and Swiss routes)
N Face (AAJ 63:214 1989) (French 1988 route)"
TLNG,Talung,,Simhalila Himal (S of Kangchenjunga on Indian border),7349,24111,9,1,True,False,False,,Opened in 2002,5,2,"Other map altitudes:
   7349m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW, Kielkowski",1964,1,TLNG64101,May 19,"W Germany, Nepal","Franz Lindner, Tenzing Nanda Sherpa",,,"N Side (MM 140:8 Jul 1991)
W Face (MM 104:17 Jul 1985)
W Side (AAJ 68:2 1992) (Slovene 1991 route)"
TONG,Tongu,,Mukut Himal (N of Hongde in Hidden Valley),6187,20299,16,6,False,True,False,,,1,2,"Other map altitudes:
   6187m - HMG-Finn, Japan MMW
   6197m - Leomann",1959,3,TONG59301,Oct 21,USA,"John Humphreys, Fred Dunn, John Noxon",,,
TRIP,Tripura Hiunchuli,"Tripura Thumba, Hanging Glacier Peak",Kanjiroba Himal (SE of Kanjiroba),6553,21499,10,7,True,False,False,,,1,2,"Other map altitudes:
   6500m - Japan MMW, Leomann
   6553m - HMG-MT, HMG-Finn, Nepa",1986,3,TRIP86301,Oct 17,"Japan, Nepal","Noriyuki Hata, Katashi Tokimoto, Ang Phuri Sherpa",1st ascent of main (north) peak,,S Side (High 138:14 May 1994)
TSOK,Tso Karpo Kang,Tso Karpo Khang,Kanjiroba Himal (E of Kanjiroba),6556,21509,10,7,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6556m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann

Ministry also lists a permit for Tso Karpo (6518m) just to west of Tso Karpo Kang (this matches a 6522m peak on HMG-Finn map).",1971,3,TSOK71301,Oct 25,Japan,"Shoji Miyoshi, Koji Mizutani",,,
TUKU,Tukuche,,Dhaulagiri Himal (NE of Dhaulagiri I),6920,22703,4,6,True,False,False,,,1,2,"Other map altitudes:
   6920m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1970,1,TUKU70101,Apr 30,Japan,"Hirosuke Kikuchi, Eiho Otani, Takao Yonemoto",1st unofficial ascent by USA in 1968?,,"SW Side (Gstatter, Dhaulagiri, Der Weisse Berg, pg 61)"
URKM,Urkinmang,Buddha,Jugal Himal (W of Dorje Lhakpa),6143,20154,8,3,True,False,False,,,1,2,"Other map altitudes:
   6143m - HMG-MT, HMG-Finn
   6151m - Nepa, Shangri La, Schneider, Austria Alpenvereins, Japan MMW",1964,1,URKM64101,May 20,"Japan, Nepal","Akira Ban, Kazuhisa Jokei, Tesuya Kiyohara, Mingma Tshering Sherpa",,,NW Side (High 144:41 Nov 1994)
ANID,Anidesh Chuli,White Wave Peak,Kangchenjunga Himal (W of Kangbachen),6808,22336,9,1,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6770m - Japan MMW
   6797m - Kielkowski, HMT-MT (White Wave)
   6808m - HMG-Finn
   6960m - HMG-MT, Shangri La

The Japanese MMW map gives White Wave as 6770m and names the entire ridge from Kambachen to Merra Peak as Anidesh Himal.

Ministry of Tourism lists two separate peaks:
   Anidesh Chuli (6960m)
   White Wave (6797m) ",,0,,,,Unclimbed,,,
TSUR,Tsaurabong Peak,"Chara Ban Peak, White Peak",Dhaulagiri Himal (SSE of Dhaulagiri V),6395,20981,4,6,False,True,False,,,1,2,"Other map altitudes:
   6395m - Nepa, Japan MMW",1974,1,TSUR74101,,"Japan, Nepal","Genzaburo Yamasaki, Sherpas (?)",,,
YALU,Yalung Kang,Yalungkar,Kangchenjunga Himal (W summit of Kangchenjunga),8505,27904,9,1,True,False,False,,,1,2,"Other map altitudes:
   8505m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW, Kielkowski",1973,1,YALU73101,May 14,Japan,"Yutaka Ageta, Takao Matsuda",1st ascent claimed,,"S Face (MM 68:38 Jul 1979, 102:13 Mar 1985)
SE Face (AAJ 66:190 1992) "
PASA,Pasang Lhamu Chuli,Jasemba,Khumbu Himal (W of Cho Oyu & Cho Aui on Tibetan border),7350,24114,12,2,True,False,False,,,4,2,"Other map altitudes:
   7350m - HMG-MT, HMG-Finn, Nepa 
   7351m - Kielkowski (as Nangpai Gosum I) 
   7352m - Japan MMW (as Cho Aui), Schneider

Pasang Lhamu Chuli (Jasemba) also called Cho Aui or Nangpai Gosum I on some older maps.",1986,3,PASA86301,Oct 12,Japan,"Katsushi Emura, Yukitoshi Endo, Katsuo Matsuki, Yoshihiro Shikoda",,,"N Face (High 161:33 Apr 1996)
NE Side (High 175:88 Jun 1997)"
RATC,Ratna Chuli,,Peri Himal (NW of Himlung on Tibetan border),7035,23081,18,5,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6767m - Shangri La
   7035m - HMG-MT, HMG-Finn",1996,3,RATC96301,Oct 14,"Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang",,,
KANT,Kanti Himal,"Ronglai Kangri, Kaqur Kangri, Kubi Grangri",Kanti Himal (NNW of Kanjiroba on Tibetan border),6850,22474,11,7,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6850m - HMG-MT, HMG-Finn",2002,3,KANT02301,Sep 24,"Japan, Nepal","Toyoji Wada, Katsumi Nishida, Atsushi Senda, Hyosuke Tsuboi, Yusuke Ueda, Ang Mingm Sherpa, Karchen Dawa Sherpa, Nga Dorje Sherpa",Ascent was from Tibetan side,,
RAMT,Ramtang,,Kangchenjunga Himal (N of Kangbachen),6601,21657,9,1,True,False,False,,Opened in 1997,1,2,"Other map altitudes:
   6700m - Nepa, Shangri La, Japan MMW, Kielkowski
   6601m - HMG-MT, HMG-Finn",1930,1,RAMT30101,May,"Austria, UK","Erwin Schneider, Frank Smythe",,,
LING,Lingtren,,Khumbu Himal (ENE of Pumori on Tibetan border),6713,22024,12,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6697m - Schneider, Japan MMW
   6713m - HMG-MT, HMG-Finn
   6749m - Nepa, NGS/Washburn Everest",1935,2,LING35201,Aug,UK,"Eric Shipton, Dan Bryant",,,
TENG,Tengkoma,Tang Kongma,Jongsang Himal (NW of Kangchenjunga),6215,20390,7,1,True,False,False,,Opened in 1997,1,2,"Other map altitudes:
   6210m - Japan MMW, Kielkowski
   6215m - HMG-MT, HMG-Finn, Nepa (unlabeled)",1949,1,TENG49101,Jun 17,"Switzerland, Nepal","Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant, Pasang Sherpa",,,N Face (High 198:44 May 1999) 
RAMC,Ramtang Chang,"Wedge Peak, Chang Himal",Kangchenjunga Himal (N of Ramtang),6802,22316,9,1,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6750m - HMG-MT, Nepa, Japan MMW
   6802m - HMG-Finn
   6812m - Shangri La, Kielkowski",1974,3,RAMC74301,Oct 05,Yugoslavia,"Janez Gradisar, Bojan Pollak, Michael Smolej",Illegal ascent,,
CHRE,Churen Himal East,,Dhaulagiri Himal (NW of Dhaulagiri VI),7371,24183,4,6,True,False,False,,One permit for Churen Himal's three summits,1,2,"Other map altitudes:
   7371m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1970,1,CHRE70101,Apr 29,"S Korea, Nepal","Kim Ho-Sup, Rinsing Ongyal Sherpa",,,W Face (High 175:92 Jun 1997)
CHRW,Churen Himal West,,Dhaulagiri Himal (NW of Dhaulagiri VI),7371,24183,4,6,True,False,False,,One permit for Churen Himal's three summits,1,2,"Other map altitudes:
   7371m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1970,3,CHRW70301,Oct 28,"Japan, Nepal","Kozo Hasegawa, Ang Norbu Sherpa",,,W Face (High 175:92 Jun 1997)
CHRI,Chhukung Chuli,Chhukung Ri,Khumbu Himal (S of Lhotse),5550,18209,12,2,False,False,True,2002,Opened in 1997; converted to trekking peak in 2002,1,2,"Other map altitudes:
   5546m - Schneider, Japan MMW
   5550m - HMG-MT, HMG-Finn, Nepa, Shangri La, Kielkowski
   5559m - NGS/Washburn Everest",1965,1,CHRI65101,May,Netherlands,Johannes Adolf Noordijk,,,
KTOK,Kangtokal,Khang Tokal,Dhaulagiri Himal (on ridge N of Putha Hiunchuli),6294,20650,4,6,True,False,False,,Opened in 1997,1,2,"Other map altitudes:
   6294m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1962,1,KTOK62101,Jun 06,"Japan, Nepal","Zenkichi Hirayama, Ang Temba Sherpa",,,
SRKU,Serku Dolma,,Kanjiroba Himal (S of Tso Karpo Kang),6227,20430,10,7,False,True,False,,,1,2,"Other map altitudes:
   6227m - HMG-Finn, Nepa, Japan MMW, Leomann",1973,3,SRKU73301,Oct 30,"Japan, Nepal","Eiken Moriyama, Morihiro Takechi, Anu Sherpa",,,
NALS,Nalakankar South,,Nalakankar Himal (on W Nepal/Tibetan border),6024,19764,17,7,False,True,False,,,4,2,"Other map altitudes:
   6024m - HMG-Finn",2000,2,NALS00201,Jul 07,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",,,
CHWT,Changwathang,,Chandi Himal (S of Tibetan border),6130,20112,17,7,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6125m - HMG-MT
   6130m - HMG-Finn, Nepa",2000,2,CHWT00201,Jun 28,"Japan, Nepal","Tamotsu Ohnishi, Koji Mizutani, Nobuo Akayama, Takehiko Yanagihara, Chuldim Nuru Sherpa, Dawa Sherpa",,,
TAKP,Takphu Himal,,Nalakankar Himal (on W Nepal/Tibetan border),6395,20981,17,7,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6395m - HMG-MT, HMG-Finn
   6396m - Leomann (as Ishang)
   6422m - Leomann (as Takphu)",2018,3,TAKP18301,Oct 11,"UK, Germany","Ed Douglas, Christof Nettekoven, Bruce Normand",,,
MALA,Malanphulan,"Melanphulan, Hinku Ri","Khumbu Himal (S of Ama Dablam, NW of Kangtega)",6573,21565,12,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6571m - Schneider, Japan MMW, Kielkowski
   6573m - HMG-MT, HMG-Finn, Nepa, Shangri La, NGS/Washburn Everest",2000,1,MALA00101,Apr 28,USA,"Peter Carse, Amy Bullard",,,W Face (AAJ 75:390 2000)
LHOM,Lhotse Middle,Lhotse Intermediate,Khumbu Himal (E of Lhotse),8410,27592,12,2,True,False,False,,Opened in 2001,4,2,"Other map altitudes:
   8410m - HMG-MT, HMG-Finn, Shangri La, Schneider, Japan MMW
   8414m - NGS/Washburn Everest",2001,1,LHOM01101,May 23,Russia,"Sergei Timofeev, Alexei Bolotov, Piotr Kouznetsov, Evgeni Vinogradski",,,
SIMN,Simnang Himal,"P2, Simnang Himal East",Manaslu Himal (SE of Manaslu),6251,20509,15,4,True,False,False,,Opened in 2001,1,2,"Other map altitudes:
   6251m - HMG-MT, HMG-Finn, Nepa",2001,1,SIMN01101,May 16,Ukraine,"Mistislav Gorbenko, Vadim Leontiev, Sergei Pugachov, Mykhaylo Zagirnyak",,,
HCHI,Hungchhi,"Hunchhi, Chakung, Gyubanare Kang, Gyuba Tshomotse",Khumbu Himal (S of Gyachung Kang on Tibetan border),7029,23061,12,2,True,False,False,,Opened in 2001,4,2,"Other map altitudes:
   7020m - Schneider, Japan MMW
   7029m - HMG-MT, HMG-Finn, Nepa
   7036m - Kielkowski",2003,1,HCHI03102,Apr 19,"Japan, Nepal","Katsuo Fukuhara, Tadashi Morita, Kanji Shimizu, Durga Rai, Hit Bahadur Tamang, Ram Kaji Tamang, Tul Bahadur Tamang",,,
LAMP,Lampo,"Langpo Kangri, Ganesh VI",Ganesh Himal (N of Ganesh I on Tibetan border),6648,21811,5,4,False,True,False,,,4,1,"Other map altitudes:
   6460m - Japan MMW
   6480m - Nepa
   6648m - HMG-Finn

Confusion as to whether Ganesh VI is the same as Lampu Peak north of Ganesh I on the Tibetan border or a subpeak southeast of Ganesh II. Ministry of Tourism claims subpeak of Ganesh II; other older maps claim Lampu Peak.",,0,,,,Unclimbed,,,
CHUK,Chhukung Tse,,Khumbu Himal (S of Lhotse),5833,19137,12,2,False,False,True,,,1,2,"Other map altitudes:
   5833m - HMG-MT, HMG-Finn, Nepa, Kielkowski
   5845m - Japan MMW
   5857m - NGS/Washburn Everest
   5883m - Shangri La",1953,1,CHUK53101,Apr 03,"UK, Nepal","John Hunt, Tenzing Norgay Sherpa",,,
DZAN,Dzanye,Dzanaye,Janak Himal (WNW of Lashar I on Tibetan border),6581,21591,6,1,True,False,False,,,4,2,"Other map altitudes:
   6581m - HMG-Finn, Nepa
   6710m - HMG-MT

Note: The Swiss expedition in 1949 named a 6581m peak WNW of Lashar I as Dzanye Peak. 

In 2002, the HMG Ministry listed a 6719m peak NE of Lashar II as Dzanaye Peak; later this listing was removed. 

But in 2013, a 6710m peak was listed by the Ministry as Dzanaye Peak. This peak is now listed by the Ministry as unclimbed.",1949,1,DZAN49101,Jun 30,Switzerland,"Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant",,,
GAUG,Gaugiri,,Damodar Himal (N of Bhrikuti on Tibetan border),6110,20046,3,5,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6110m - HMG-MT, HMG-Finn, Nepa",2002,1,GAUG02101,May 28,USA,"Peter Ackroyd, Jim Frush",,,
TKPO,Tengkangpoche,Thyangmoche,Rolwaling Himal (W of Kwangde),6482,21266,19,2,True,False,False,,Opened in 2001,1,2,"Other map altitudes:
   6482m - HMG-MT, HMG-Finn
   6500m - Nepa, Shangri La, Schneider, Japan MMW",1984,3,TKPO84301,Oct,"UK, USA","Trevor Pilling, Andy Zimet",,,
ARNK,Arniko Chuli,Araniko Chuli,Mukut Himal (W Mustang near Tibetan border),6034,19797,16,6,True,False,False,,Opened in 2002,4,2,"Other map alitudes:
   6034m - HMG-MT, HMG-Finn, Nepa",2002,2,ARNK02201,Jul 10,"Japan, Nepal","Tamotsu Ohnishi, Ang Phurba Sherpa, Dikki Sherpa",,,
SARI,Saribung,Selibung,Damodar Himal (W of Bhrikuti),6328,20761,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6328m - HMG-MT, HMG-Finn, Nepa

Leomann map shows another peak as Saribung (in error).",2003,3,SARI03301,Oct 15,USA,"Jim Frush, Steve Furman",,,
GHEN,Ghenge Liru,"Ghenye Lirung, Langtang II",Langtang Himal (WSW of Langtang Lirung),6596,21640,13,3,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6561m - Austria Alpenvereins
   6571m - Japan MMW
   6581m - Shangri La
   6596m - HMG-MT, HMG-Finn, Nepa",1963,1,GHEN63101,May 28,"UK, Nepal","Peter Taylor, Pasang Sherpa, Pasang Phutar Sherpa (I)",,,
NAUL,Naulekh,,Khumbu Himal (S of Mera Peak),6340,20801,12,2,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6340m - HMG-MT
   6358m - NGS Trekking
   6363m - Schneider

Altitude not given on HMG-Finn map.",1954,1,NAUL54101,Jun 08,New Zealand,"Colin Todd, Bill Beaven",,,
CHEK,Chekigo,,Rolwaling Himal (ENE of Beding village on Tibetan border),6257,20528,19,2,False,False,True,2002,Opened in 2002 as trekking peak,4,2,"Other map altitudes:
   6121m - HMG-MT, HMG-Finn (West Summit)
   6257m - Nepa, Shangri La, Schneider, Japan MMW  (Main Summit)",2005,1,CHEK05101,May 15,"UK, Switzerland","Bruce Normand, Oliver von Rotz",1st known ascent,,
KTUN,Khatung Khang,,Annapurna-Nilgiri Himal (SW of Thorong La),6484,21273,1,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6484m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW, Leomann",1956,1,KTUN56101,Apr 12,Switzerland,"Arthur Baumgartner, Marguerite Deriaz",,,
CHAG,Chago,,Makalu Himal (NW of Makalu II on Tibetan border),6893,22615,14,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6860m - Schneider
   6885m - Japan MMW
   6893m - HMG-MT, HMG-Finn",1954,1,CHAG54101,May 29,"New Zealand, Nepal","Michael Ball, Urkien Sherpa",,,
NUMR,Numri,,"Khumbu Himal (S of Cho Polu, N of Baruntse)",6635,21768,12,2,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6635m - HMG-MT, HMG-Finn, Nepa
   6677m - Shangri La, Schneider, Japan MMW",2002,3,NUMR02301,Nov 07,Germany,"Olaf Rieck, Carsten Schmidt, Lydia Schubert",,,
PK41,Peak 41,"""True"" Mera Peak",Khumbu Himal (ESE of Ama Dablam),6648,21811,12,2,True,False,False,2002,Opened in 2002,1,2,"Other map altitudes:
   6623m - Schneider, Japan MMW
   6648m - HMG-MT, HMG-Finn, Nepa, Shangri La",2002,3,PK4102301,Oct 16,Slovenia,"Matic Jost, Urban Golob, Uros Samec",Rumored that two Americans and two Swiss (and possibly others) summited in earlier years,,
KYAZ,Kyazo Ri,Kyajo Ri,Khumbu Himal (SW of Gokyo Lake),6151,20180,12,2,False,False,True,2002,Opened in 2002 as trekking peak,1,2,"Other map altitudes:
   6151m - HMG-MT, HMG-Finn, Shangri La
   6186m - Nepa, Schneider, Japan MMW",2002,3,KYAZ02301,Oct 20,"UK, France","Duncan Wilson, Vincent Marche",,,
PAND,Pandra,,Ohmi Kangri Himal (NW of Lhonak),6670,21883,6,1,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6850m - Nepa, Shangri La, Japan MMW
   6857m - HMG-MT
   6670m - HMG-Finn (estimated, but not marked on map)
   6673m - GPS measurement in 2002",2002,3,PAND02301,Oct 16,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne",,,
DANG,Danga,,"Ohmi Kangri Himal (WNW of Lhonak, E of Nupchu)",6355,20850,6,1,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6250m - Nepa
   6355m - HMG-MT, Shangri La, Japan MMW

No altitude given on HMG-Finn map.
   ",2002,3,DANG02301,Oct 20,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne",,,
POKR,Pokharkang,Pokhar Khang,Damodar Himal (N of Pisang Peak),6372,20906,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6346m - Leomann
   6372m - HMG-MT, HMG-Finn, Nepa

Pokharkang has twin peaks of 6372m and 6342m according to HMG-Finn map.",2002,3,POKR02301,Nov 17,"UK, Nepal","Richard Scott, Dave Wynne-Jones, Kaji Sherpa","Japanese team led by Koichi Kato climbed NW Smt on Oct 31, 2002 [which they thought was the highest]",,
NAG1,Nangpai Gosum I,"Nagpai Gosum I, Cho Aui",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7321,24019,12,2,True,False,False,,Opened in 2002,4,2,"Other map alitudes:
   7312m - HMG-MT (previously as Nangpai Gosum I)
   7321m - HMG-Finn
   7296m - Schneider, Japan MMW

The Ministry in 2017 lists a peak of 7307m as Nangpai Gosum II and a peak of 7350m as Nangpai Gosum I. These listings are inconsistent with other literature designations of the Nangpai Gosum group.",2017,3,NAG117301,Oct 03,Germany,Jost Kobusch,,,
KGRI,Khangri Shar,,Khumbu Himal (W of Pumori),6792,22283,12,2,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6789m - Schneider, Japan MMW
   6792m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
KGRW,Khangri West,,Khumbu Himal (W of Pumori),6658,21844,12,2,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6621m - HMG-MT
   6655m - Schneider, Japan MMW
   6658m - HMG-Finn

Ministry lists nearby 6621m peak by mistake?",,0,,,,Unclimbed,,,
PURB,Purbung Himal,Putrung,Damodar Himal (N of Chulu West),6500,21325,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6465m - Leomann
   6466m - Shangri La
   6500m - HMG-MT, HMG-Finn, Nepa",2021,3,PURB21301,Nov 30,Germany,"Jost Kobusch, Nicolas Schweidtweiler",,,
TASH,Tashi Kang,Tashi Khang,Mukut Himal (N of Dhampus Peak),6386,20951,16,6,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6386m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",2002,2,TASH02201,Aug 14,"Japan, Nepal","Yasue Mogi, Gyalzen Sherpa",,,
TENR,Tengi Ragi Tau,"Agole, Angole",Rolwaling Himal (N of Tesi Laptsa),6938,22762,19,2,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6938m - HMG-MT, HMG-Finn
   6940m - Shangri La
   6943m - Nepa, Schneider, Japan MMW",2002,4,TENR02401,Dec 04,"Japan, Nepal","Koichi Ezaki, Ruchia Takahashi, Pasang Tamang, Tul Bahadur Tamang",,,
KYAS,Kyashar,"Peak 43, Tangnag Tseng",Khumbu Himal (S of Kantega),6770,22211,12,2,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6769m - Schneider, Japan MMW
   6770m - HMG-MT, HMG-Finn, Nepa",2003,3,KYAS03301,Oct 18,"UK, Austria, Swiss","Bruce Normand, Sam Broderick, Andreas Frank",,,
NREK,Nirekha,,Khumbu Himal (NW of Lobuje Peak),6159,20207,12,2,False,False,True,2002,Opened in 2002 as trekking peak,1,2,"Other map altitudes:
   6159m - HMG-MT, HMG-Finn, Shangri La
   6169m - Schneider, Japan MMW

aka Junction Peak by Charles Evans, On Climbing",,0,,,,1st ascent unknown,Climbing history unknown,,
NORB,Norbu Kang,Norbu Khang,Kanjiroba Himal (SE of Phoksumdo Tal),6085,19964,10,7,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6005m - Japan MMW
   6085m - HMG-MT, HMG-Finn, Nepa",2003,2,NORB03201,Jun 25,"Japan, Nepal","Tamotsu Ohnishi, Tazuko Inoue, Koji Mizutani, Takehiro Yanigahara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",2010 German team says 2003 Japanese team did not climb main peak,,
LNKE,Lunchhung Kamo East,,Kanti Himal (SE of Danfe Sail on Tibetan border),6024,19764,11,7,False,True,False,,,1,2,"Other map altitudes:
   6024m - HMG-Finn",1999,2,LNKE99201,Jul 09,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",,,
LIK1,Linkhu Chuli Shar,"Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",Rolwaling Himal (S of Parchamo),6719,22044,19,2,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6719m - HMG-MT, HMG-Finn
   6729m - Nepa, Shangri La, Schneider
   6730m - Japan MMW",2013,3,LIK113301,Nov 13,Germany,Ines Papert,,,
LIK2,Linkhu Chuli Nup,"Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II","Rolwaling Himal (SSW of Parchamo, W of Likhu Chuli Shar)",6659,21847,19,2,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6659m - HMG-MT, HMG-Finn
   6666m - Nepa, Shangri La, Schneider, Japan MMW
",1960,3,LIK260301,Oct 21,"France, Nepal","Alain Barbezat, Cecile Barbezat, Nawang Dorje Sherpa",,,
PANT,Panalotapa,"Paniyo Tapa, Paniyo Tippa",Rolwaling Himal (W of Tengkangpoche),6687,21939,19,2,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6687m - HMG-MT, HMG-Finn
   6696m - Nepa, Shangri La, Schneider, Japan MMW",1955,1,PANT55101,May,UK,"Peter Boultbee, Dennis Davis",,,
SHAL,Shalbachum,"Salbachum, Phrul Rangtshan Ri",Langtang Himal (E of Langtang Lirung on Tibetan border),6707,22005,13,3,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6690m - Austria Alpenvereins
   6707m - HMG-MT, HMG-Finn, Nepa, Shangri La
   6918m - Japan MMW",1959,3,SHAL59301,Oct 25,"Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa",,,
KHUM,Khumbutse,,Khumbu Himal (NW of Lho La on Tibetan border),6639,21781,12,2,True,False,False,,,4,1,"Other map altitudes:
   6639m - HMG-MT, HMG-Finn, Shangri La
   6640m - Schneider, Japan MMW
   6665m - Nepa",,0,,,,Unclimbed,1989 Polish Everest team traversed S Smt of Khumbutse (~6400m),,
BOKT,Boktoh,Bokta,Kangchenjunga Himal (SE of Jannu),6114,20059,9,1,False,False,True,,Opened in 2002,1,2,"Other map altitudes:
   6114m - HMG-MT, HMG-Finn, Nepa
   6142m - Shangri La, Japan MMW

Summit is twin peaks of same altitude.",1991,1,BOKT91101,Apr 10,Yugoslavia,"Marko Prezelj, Uros Rupar, Andrej Stremfelj",Boktoh possibly climbed in 1959 by Lionel Terray and Rene Desmaison during exploration of Jannu SW side,,
