ID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
YARA,https://nepalhimalpeakprofile.org/yara-chuli,Yara Chuli,,29.689444444444444,82.82888888888888,6236.0,20459.0,Opened,,,Yara Chuli which lies in Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Mugu/Dolpa,She Phoksundo/Mugu,Palchung,Spring 4000 (NRs),Spring 250 (USD)
SAUL,https://nepalhimalpeakprofile.org/saula,Saula,,28.61388888888889,84.75611111111111,6235.0,20456.0,Opened,,,Saula peak which lies in Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Kutang,Spring 4000 (NRs),Spring 250 (USD)
CHNW,https://nepalhimalpeakprofile.org/changla-khang-north-west,Changla Khang North West,,30.1608,82.183911,6233.0,20449.0,Proposed to open,,,,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Spring 4000 (NRs),Spring 250 (USD)
RAUN,https://nepalhimalpeakprofile.org/raungsiyar,Raungsiyar,,27.907777777777778,86.55944444444444,6224.0,20420.0,Opened,04/10/2023,"Nima Tenji Sherpa,Dawa Gyalje Sherpa,Tashi Sherpa",,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
LDAK,https://nepalhimalpeakprofile.org/langdak,Langdak,,27.916944444444447,86.56361111111111,6220.0,20407.0,Opened,05/10/2023,"Dawa Gyalje Sherpa,Nima Tenji Sherpa,Tashi Sherpa",Langdak is in the Rolwaling Himal mountain range of Nepal Himalayas. Langdak is on the boundary of Bagmati Province and Province I. Langdak is on the boundary of Solukhumbu and Dolakha district. Langdak is on the boundary of Khumbu Pasang Lhamu and Gaurishankar gaupalika. Langdak is 4.0km west of Nheserku and 3.3km east of Rolwaling Khang North. Raungsiyar is 1.0km south of Langdak.,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
SATP,https://nepalhimalpeakprofile.org/sat-peak,Sat Peak,,27.711111111111112,87.91416666666667,6220.0,20223.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
CHMA,https://nepalhimalpeakprofile.org/chungen-changma,Chungen Changma,,29.2558,83.8042,6219.0,20403.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
KANW,https://nepalhimalpeakprofile.org/kaipuchonam-north-west,Kaipuchonam North West,,29.7474,82.7635,6218.0,20400.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
TENG,https://nepalhimalpeakprofile.org/tengkoma,Tengkoma,Tang Kongma,27.808333333333334,88.07666666666667,6215.0,20390.0,Opened,17/06/2023,"Alfred Sutter,Rene Dittert,Annelies Lohner,Jacob,Almer,Edouard,Dunant,Pasang Sherpa",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
EKRA,https://nepalhimalpeakprofile.org/ek-rate-danda,Ek Rate Danda,,27.70888888888889,87.005,6212.0,20384.0,Opened,,,"Ek Rate Danda, is a part of Mahalangur range which is located in Solukhumbu and Sankhuwasabha District of Eastern Nepal.",Province 1,Solukhumbu/Sankhuwasabha,Silichong/Mahakulung,Makalu,Spring 4000 (NRs),Spring 250 (USD)
RHIM,https://nepalhimalpeakprofile.org/rhimbu,Rhimbu,,28.559444444444445,85.0475,6210.0,20374.0,Opened,,,Rhimbu peak which lies in Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD)
NAN2,https://nepalhimalpeakprofile.org/nangamari-ii,Nangamari II,,27.891388888888887,87.86722222222221,6209.0,20371.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchanjunga,Sp 4000 (NRs),Sp 250 (USD)
SANC,https://nepalhimalpeakprofile.org/sanctuary-peak,Sanctuary Peak,,29.42388888888889,82.62583333333333,6207.0,20364.0,Opened,,,Sanctuary Peak which lies in the Kanjiraba sub range of the Nepalese Himalayas is located in the Mugu and Dolpa District of Mid-Western Nepal.,Karnali Pradesh,Mugu/Dolpa,Jagdulla/Mugu,Kanjiroba,Spring 4000 (NRs),Spring 250 (USD)
YANK,https://nepalhimalpeakprofile.org/yanme-khang,Yanme Khang,,27.94611111111111,87.84972222222221,6206.0,20348.0,Opened,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchanjunga,Spring 4000 (NRs),Spring 250 (USD)
MUSH,https://nepalhimalpeakprofile.org/mustang-himal,Mustang Himal,,29.28611111111111,83.81,6195.0,20272.0,Opened,,,Mustang is a beautiful destination for mountaineers and trekkers as it provides with splendid views of temples and numerous monasteries along with snowy mountains.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Sp 4000 (NRs),Sp 250 (USD)
LASA,https://nepalhimalpeakprofile.org/lasa,Lasa,,30.135833333333334,81.08416666666666,6189.0,20305.0,Opened,,,,Sudhurpashchim Pradesh,Darchula/NC,Byas/NC,Byas,Spring 4000 (NRs),Spring 250 (USD)
KEK1,https://nepalhimalpeakprofile.org/kekyap-ri-i,Kekyap Ri I,,29.2360098499,83.7053773907,6187.0,20299.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
KHAY,https://nepalhimalpeakprofile.org/khayang,Khayang,,28.633333333333333,84.71583333333334,6186.0,20295.0,Opened,,,Khayang which lies in the Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Sp 4000 (NRs),Sp 250 (USD)
MNSE,https://nepalhimalpeakprofile.org/mansail-east,Mansail East,,29.300839,83.837207612,6186.0,20295.0,Proposed to open,,,,Gandaki Pradesh,Manang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
THMR,https://nepalhimalpeakprofile.org/thakmorpa-ri,Thakmorpa Ri,Dragmorpa Ri,28.325277777777778,85.66416666666667,6185.0,20354.0,Opened,,,Thakmorpa Ri which lies in Langtang sub range of the Nepalese Himalayas is located in the Rasuwa District of Central Nepal.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 4000 (NRs),Spring 250 (USD)
POTA,https://nepalhimalpeakprofile.org/pota-north,Pota North,Peak Hawley,28.77583333333333,83.1975,6182.0,20282.0,Opened,,,,Karnali Pradesh,Dolpa,Chharka Tongsong,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
SWEL,https://nepalhimalpeakprofile.org/swelo-khang,Swelo Khang,,28.724999999999998,84.6463888888889,6180.0,20276.0,Opened,,,Swelo Khang which lies in the Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Spring 4000 (NRs),Spring 250 (USD)
CHH4,https://nepalhimalpeakprofile.org/chhuama-peak-iv,Chhuama Peak IV,,29.301,83.856,6179.0,20272.0,Proposed to open,07/10/2023,"Tomatsu Ohnishi,Koji Mizutani,Takehiko Yanagihara,Katsuhiko Asahi,Mingma Nuru Sherpa,Chuldin Nuru Sherpa,Kancha Dawa Sherpa",,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Sp 4000 (NRs),Sp 250 (USD)
PASH,https://nepalhimalpeakprofile.org/pashuwo,Pashuwo,,28.531944444444445,85.16833333333334,6177.0,20266.0,Opened,,,Pashuwo which lies in Ganesh sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Tsum,Spring 4000 (NRs),Spring 250 (USD)
PERI,https://nepalhimalpeakprofile.org/peri,Peri,,28.353055555555557,85.72361111111111,6174.0,20256.0,Opened,,,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 4000 (NRs),Spring 250 (USD)
DWIJ,https://nepalhimalpeakprofile.org/dwijen-himal,Dwijen Himal,,28.593333333333334,84.90333333333334,6169.0,20239.0,Opened,,,Dwijen part of Shringi sub range of the Nepalese Himalayas is located in the Gorkha District of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Shringi,Spring 4000 (NRs),Spring 250 (USD)
JBRM,https://nepalhimalpeakprofile.org/jabou-ri,Jabou Ri,,27.85388888888889,86.51527777777778,6166.0,20230.0,Opened,,,Jabou Ri is in the mountain range of Rolwaling Himal of Nepal Himalayas. Jabou Ri is an open mountain peak for expedition. Jabou Ri is in Dolakha district in Bagmati Province. Jabou Ri is in Gaurishankar gaupalika. Jabou Ri is 4.2km southwest of Langmoche Ri and 2.1km south of Takar Go. Tso Rolpa Lake is 2.7km west of Jabou Ri. Tengi Ragi Tau is 4.1km east of Jabou Ri.,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
IMJA,https://nepalhimalpeakprofile.org/imjatse,Imja Tse,Island Peak,27.920555555555556,86.93777777777778,6165.0,20226.0,Opened,15/01/2023,"Hansrudolf Von Gunten,2 unknown Sherpas","Imja Tse, also known as the Island Peak, is located in the Sagarmatha National Park of the Himalayas in the Eastern Development Regions of Nepal. The name Island Peak was named in 1953 by members of British Mount Everest expedition as it appeared like an island in the sea of ice when viewed from Dingboche. The peak was renamed Imja Tse in 1983, however, the initial name “Island Peak” has remained popular among the summiteers.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
PAL1,https://nepalhimalpeakprofile.org/palchung-i,Palchung I,,29.6736,82.9409,6159.0,20207.0,Proposed to open,,,,Karnali Pradesh,Dolpa,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
NREK,https://nepalhimalpeakprofile.org/nirekha,Nirekha,,27.9775,86.7653,6159.0,20207.0,Opened,,,"Nirekha Peak, a great summit in the heart of Khumbu is located in the same chain as that of Lobuche summit, just East of Cho La Col. It is listed in the newly opened peaks of Nepal.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Rs (NRs), (USD)
TKRE,https://nepalhimalpeakprofile.org/thakar-go-east,Thakar Go East,,27.871944444444445,86.52333333333333,6152.0,20184.0,Opened,06/10/2023,"Tashi Sherpa,Dawa Gyalje Sherpa,Nima Tenji Sherpa",,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
KYAZ,https://nepalhimalpeakprofile.org/kyazo-ri,Kyazo Ri,Kyajo Ri,27.90888888888889,86.67305555555556,6151.0,20180.0,Opened,20/10/2023,"Duncan Wilson,Vincent Marche","Kyazo Ri is one of the classic and isolated peaks situated within the Everest region. It is taken as the high trekking peaks on the Southern ridge and is part of the longest range the Mahalangur Range. 
Kyazo Ri (6,186 m) is situated in the Khumbu Himal just north of Namche
Bazaar. It is the highest summit of a long line of peaks that separate the
Thame Valley to the west and Gokyo Valley to the east and run all the way to
Cho Oyu on the Nepal-Tibet border.
This is a classic trekking peak, seldom climbed, with a wonderfully isolated
base camp. It’s technically pleasing for experienced climbers and the summit
day’s climbing has been compared to that of Ama Dablam, though at only
6,186 m it requires much less acclimatization (and therefore time to do). The normal route is south-facing, catching the sun, and has few objective
hazards such as rockfall or avalanche.
Basecamp is in a pristine, hidden valley known as the Kyajo Drangka, which
requires a long hike to reach it from Mende, about 4 km from Namche
Bazaar. See the fourth edition of the guide book “Trekking in the Everest
Region” for a description.
Reaching Camp 1 from Base Camp is a long day over rough, but non-
technical terrain. Camp 2 is a shorter distance from Camp 1 but the terrain
includes difficult scree and giant boulders. From Camp 2 to the summit is 12
pitches of steep snow and ice, most of which require belaying, with one or
two steep pitches of up to 65° gradient just below the summit.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Sp 4000 (NRs),Sp 250 (USD)
GYLZ,https://nepalhimalpeakprofile.org/gyalzen-peak,Gyalzen Peak,"Leonpo Gang East,Gyalgen",28.183888888888887,85.84166666666667,6151.0,20180.0,Opened,11/05/2023,"Monica Jackson,Elizabeth Stark,Mingma Gyalgen Sherpa,Ang Temba Sherpa",Gyalzen Peak with elevation of 6151 meters is a peak in Jugal mountain range. Gyalzen is on the boundary of Bagmati Province and China. Gyalze Peak is located in Sindhupalchok district of Nepal and is in Jugal Gaupalika. Gyalzen peak is 6.8km east of Dorje Lyakpa of height 6966 meters. Gyalzen is 5.7km norh west of Yagri peak.,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,NRs 4000 in spring (NRs),USD 250 in spring (USD)
URKM,https://nepalhimalpeakprofile.org/urkenmang,Urkenmang,"Buddha,Urkinmang",28.16916666666667,85.715,6150.0,20154.0,Opened,19/05/1964,"Akira Ban,Kazuhisa Jokei,Tesuya Kiyohara,Mingma Tshering Sherpa",,Bagmati Pradesh,Rasuwa/Sindhupalchok,Jugal/Gosai,Jugal,Spring 4000 (NRs),Spring 250 (USD)
BHEM,https://nepalhimalpeakprofile.org/bhemdang-ri,Bhemdang Ri,"Pemthang Ri,Morimoto",28.273333333333333,85.66777777777779,6150.0,20177.0,Opened,09/05/1964,"Tetsuya Kondo,Soshiro Sasaki,Mingma Tshering Sherpa","Bhemdang Ri, also known as Morimoto, is in the Central Development region of Nepal. Bhemdang Ri is approximately 72 km or 45 miles away from the capital Kathmandu.",Bagmati Pradesh,Rasuwa,Gosai Kunda,Langtang,Rs (NRs), (USD)
KOKT,https://nepalhimalpeakprofile.org/kokthang,Kokthang,"Kotang,Kothang Kang",27.56361111111111,88.0825,6148.0,20170.0,Opened,,,Kokthang is in the Kanchenjunga mountain range of Nepal. Kokthang is located on the boundary of Province I and India. Kokthang lies on the boundary of Sirijanga gaupalika of Taplejung district and India. Kokthang is southernmost peak over 6000 meters in Kanchenjunga mountain range of Nepal. Kokthang is 3.1km southwest of Rathong on the boundary of Nepal and India.,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 4000 (NRs),Sp 250 (USD)
TAKN,https://nepalhimalpeakprofile.org/takphu-north,Takphu North,,30.303611111111113,81.42222222222223,6142.0,20151.0,Opened,,,Takphu North which lies in the Nalakankar sub range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Spring 4000 (NRs),Spring 250 (USD)
YASA,https://nepalhimalpeakprofile.org/yasa-thak,Yasa Thak,,27.8453,86.5808,6141.0,20148.0,Proposed to open,,,,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
CPHN,https://nepalhimalpeakprofile.org/chhochenphu-north,Chhochenphu North,,27.8421790306,87.7598051728,6139.0,20141.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD)
SHEY,https://nepalhimalpeakprofile.org/shey-shikhar,Shey Shikhar,,29.286944444444448,82.79722222222222,6139.0,20141.0,Opened,,,"Shey Shikhar is one of the most beautiful peaks of Dolpo region, lying in the North West of the deepest lake of Phoksundu, Nepal. It is still a virgin peak .",Karnali Pradesh,Dolpa,Jagdulla/She,Kanjiroba,Rs (NRs), (USD)
LOBW,https://nepalhimalpeakprofile.org/lobuje-west,Lobuje West,,27.968888888888888,86.78472222222221,6135.0,20128.0,Opened,27/09/1984,"Yuji Kawakura,Yoshihiro Taguchi",Lobuje peak has two summits East and West. While Lobuje East is recognized for trekking Lobuje West is known for Expedition.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
MUS2,https://nepalhimalpeakprofile.org/mustang-himal-ii,Mustang Himal II,Mustang Peak,29.2774,83.7968,6130.0,20112.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Sp 4000 (NRs),Sp 250 (USD)
PURK,https://nepalhimalpeakprofile.org/purkung,Purkung,"Purkhung,Purkhang",28.8147,83.9928,6126.0,20098.0,Opened,16/08/2023," ,Ishihara, ,Endo, ,Hatsushiya, ,Kubo, ,Iwasaki, ,Yumoto,Ang Kami,Da Chhemba,Gelu,Lhakpa Tenzi,Pema Tenji,Wongchu Sherpas",,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Damodar,Spring 4000 (NRs),Spring 250 (USD)
CHWT,https://nepalhimalpeakprofile.org/changwathang,Changwathang,,30.32638888888889,81.88833333333334,6125.0,20111.0,Opened,28/06/2023,"Tamotsu Ohnishi,Koji Mizutani,Nobuo Akayama,Takehiko Yanagihara,Chuldim Nuru Sherpa,Dawa Sherpa","Changwathang peak is part of Chandi sub range, located in the Mid-Western Region of Nepal.",Karnali Pradesh,Humla,Simikot/Namkha,Chandi,Spring 4000 (NRs),Spring 250 (USD)
BEDG,https://nepalhimalpeakprofile.org/bedding-go,Bedding Go,,27.925833333333333,86.39305555555556,6125.0,20085.0,Opened,,,,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
CHEK,https://nepalhimalpeakprofile.org/cheki-go,Cheki Go,Chekijo,27.906388888888888,86.41361111111112,6121.0,20499.0,Opened,15/05/2023,"Bruce Normand (United Kingdom),Oliver Von Rotz  (Switzerland)",Cheki Go is in the Rolwaling Himal mountain range of Nepal Himalayas. Cheki Go is an open mountain peak for expedition. Cheki Go is on the boundary of Dolakha and China. Cheki Go is on the boundary of Bagmati Province and China. Cheki Go is on the boundary of Gaurishankar gaupalika and China. Cheki Go is 1.9km west of Bamon Go and 3.0km south east of Bedding Go on the boundary ridge of Nepal and China. Nagaun is 2.6km south and Beding is 3.7km west of Cheki Go.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Gaurishankar,Spring 4000 (NRs),Spring 250 (USD)
HUNK,https://nepalhimalpeakprofile.org/hunku-chuli,Hunku Chuli,,27.8175,87.01194444444444,6119.0,22418.0,Opened,11/11/2012,"Nick Bullock,Andy Houseman","Hunku Chuli, part of Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu and Sankhuwasabha district of Eastern Nepal.",Province 1,Solukhumbu/Sankhuwasabha,,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
BOKT,https://nepalhimalpeakprofile.org/bokta,Bokta,Boktoh,27.620833333333334,88.00694444444444,6114.0,20059.0,Opened,09/04/1991,"Marko Prezel,Uros Rupar, ,Andrej Stremfelj, ","Bokta 6114m is situated in the Kanchenjunga Himalayan range in the Kanchenjunga area at Taplejung District, Nepal, Located eastern part of Nepal. The main attraction of Bokta peak is panoramic views of Himalayan peak like Kanchenjunga 8586m, Kumbhakarana 7711m and many more peaks. Bokta peak is 7.2km south of Phole peak and 11.9km west of Kabru Main peak. Bokta is surrounded by Yalung Glacier in the south and east, by Yamatari Dudh Pokhari Glacier in the north.",Province 1,Taplejung,Phaktanglung,Kanchenjunga,Sp 4000 (NRs),Sp 250 (USD)
YOLU,https://nepalhimalpeakprofile.org/yolungma-khang,Yolungma Khang,,29.7688,82.7129,6114.0,20059.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD)
JBRN,https://nepalhimalpeakprofile.org/jabou-ri-north,Jabou Ri North,,27.8601,86.5137,6112.0,20052.0,Proposed to open,,,Jabou Ri North is in the mountain range of Rolwaling Himal of Nepal Himalayas. Jabou Ri North is  an open mountain peak for expedition. Jabou Ri North is  in Dolakha district in Bagmati Province. Jabou Ri North is  in Gaurishankar gaupalika. Jabou Ri North is 1.4km south of Takar Go and 0.64 km north of Jabou Ri. Tso Rolpa Lake is 3.0km west of Jabou Ri North. Tengi Ragi Tau is 4.3km east of Jabou Ri North.,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
JING,https://nepalhimalpeakprofile.org/jijang,Jijang,"Gajang,Genjang",28.784166666666668,84.03472222222221,6111.0,20049.0,Opened,,,,Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Spring 4000 (NRs),Spring 250 (USD)
BIJO,https://nepalhimalpeakprofile.org/bijora-hiun-chuli,Bijora Hiun Chuli,,29.291944444444447,82.53083333333333,6111.0,20049.0,Opened,,,"Bijora Hiun Chuli, located in the Mid-Western Region of Nepal, is approximately 117 km or 72 miles away from the Region capital, Biratnagar. It is approximately 325 km or 202 miles away from the country capital Kathmandu.",Karnali Pradesh,Jumla,Patarasi,Kanjiroba,Rs (NRs), (USD)
GAUG,https://nepalhimalpeakprofile.org/gaugiri,Gaugiri,,29.04527777777778,84.19,6110.0,20046.0,Opened,28/05/2023,"Peter Ackroyd,Jim Frush",,Gandaki Pradesh,Mustang,Dalome,Damodar,Spring 4000 (NRs),Spring 250 (USD)
CBAM,https://nepalhimalpeakprofile.org/chhopa-bamare,Chhopa Bamare,,28.057222222222222,86.09194444444444,6109.0,20042.0,Opened,,,"Chhopa Bamare, an unclimbed peak, has recently been added to the open peaks of Nepal by the Nepalese government. It lies northwest to Lamabagar of Dolakha District and is the border to Tibet, China and Nepal.",Bagmati Pradesh,Dolakha/NC,Bigu/NC,Rolwaling,Sp 4000 (NRs),Sp 250 (USD)
DANS,https://nepalhimalpeakprofile.org/danfe-shail,Danfe Shail,Danphe Shail,29.6725,83.01027777777777,6103.0,20023.0,Opened,,,"Danfe Shail, part of Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa District of Mid-Western Nepal.",Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Kanjirowa,Spring 4000 (NRs),Spring 250 (USD)
BHUL,https://nepalhimalpeakprofile.org/bhulu-lhasa,Bhulu Lhasa,,29.441388888888888,82.59944444444444,6102.0,20019.0,Opened,,,Bhulu Lhasa located in the Mugu district is part of Kanjiroba sub range of the Nepalese Himalayas.,Karnali Pradesh,Mugu,Mugu Makarmarong,Kanjiroba,Spring 4000 (NRs),Spring 250 (USD)
TOBS,https://nepalhimalpeakprofile.org/tobsar,Tobsar,Tabsar,28.580555555555556,85.05944444444444,6100.0,19898.0,Opened,,,Tobsar lies in the Shringi Sub range of the Nepalese Himalayas. It lies in the Gorkha district of Tsum Valley.,Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,Spring 4000 (NRs),Spring 250 (USD)
LSAM,https://nepalhimalpeakprofile.org/lung-sampa,Lung Sampa,,28.052777777777777,86.6613888888889,6100.0,21325.0,Opened,,,Lung Sampa peak lies in Mahalangur range of the Nepalese Himalayas and is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
GHY1,https://nepalhimalpeakprofile.org/ghyun-himal-i,Ghyun Himal I,,29.24416666666667,83.78194444444445,6099.0,20046.0,Opened,,,Ghyun Himal I is the part of Mustang Himal sub range and is located in the Mustang District of Western Nepal.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Sp 4000 (NRs),Sp 250 (USD)
CHND,https://nepalhimalpeakprofile.org/chandi-himal,Chandi Himal,,30.359166666666667,81.95138888888889,6096.0,20151.0,Opened,,,"Chandi Himal lies towards the western end of the Nepalese Himalayas, north of Changwatang. It is one of the unclimbed mountains of Nepal recently opened for expedition.",Karnali Pradesh,Humla/NC,Chandi Himal/NC,Chandi,Sp 4000 (NRs),Sp 250 (USD)
KOGK,https://nepalhimalpeakprofile.org/kogi-khang,Kogi Khang,,29.7943,82.715,6095.0,19997.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD)
KAIW,https://nepalhimalpeakprofile.org/kaipuchonam-west,Kaipuchonam West,,29.731191,82.7650181304,6093.0,19990.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
GORH,https://nepalhimalpeakprofile.org/gorakha-himal,Gorakh Himal,Other name,30.065,82.23305555555555,6092.0,20334.0,Opened,,,,Karnali Pradesh,Humla/NC,Chankheli/NC,Gorakh,Sp 4000 (NRs),Sp 250 (USD)
PISA,https://nepalhimalpeakprofile.org/pisang,Pisang,Jong Ri,28.64611111111111,84.18833333333333,6091.0,19984.0,Opened,10/06/2023,Juergen Wellenkamp,"Pisang peak (6,091 m) lies just north of the Manang Valley which the famous
Annapurna Circuit passes through. While sometimes offered as a three-
day excursion from the village of Pisang, this can only be done if properly
acclimatised.
The climb since 2005 approaches via the West ridge. The upper part of the
ridge, above the high camp at 5,200 m, is guarded by huge rock slabs
which make it difficult to climb, especially in wet or snowy conditions. Inexperienced climbers may feel more comfortable on Island Peak or
nearby Chulu Far East.
Naturally there are fabulous views to be seen from the summit over the
Manang Valley and the Annapurna Range.
A German expedition made the first ascent of Pisang Peak in 1955.",Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Spring 4000 (NRs),Spring 250 (USD)
LOBE,https://nepalhimalpeakprofile.org/lobuje-east,Lobuje East,,27.958333333333332,86.79305555555555,6090.0,19980.0,Opened,24/04/1984,"Larry Nielson,Any Gyaltsen Sherpa",Lobuje peak has two summits East and West. While Lobuje East is recognized for trekking Lobuje West is known for Expedition.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
MUKT,https://nepalhimalpeakprofile.org/mukot-himal,Mukot Himal,"Mukut Himal,Langru",28.816944444444445,83.48222222222222,6087.0,19970.0,Opened,14/09/1967,"Alfons,Driessen,Michiel van Mourik Broekman",,Gandaki Pradesh,Dolpa/Mustang,Chharka Tongsong/Barhagau,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
KWAN,https://nepalhimalpeakprofile.org/kwangde,Kwangde,,27.8003,86.6344,6086.0,19721.0,Opened,10/11/1978,"Takashi Iwahashi,Yoshihisa Ishikawa,Seiji Ogawa",Kwangde is in the Rolwaling mountain range of Nepal Himalayas. Kwangde is in Solukhumbu district of Province I. Kwangde is located in the Khumbu Pasang Lhamu gaupalika. Kwangde is 3.6km east of Tengkhangpoche. Lumding Cho is 2.4km southwest of Kwangde. Thame village is 3.7km northeast and Namche is 7.7km east of Kwangde.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Sp 4000 (NRs),Sp 250 (USD)
SPH6,https://nepalhimalpeakprofile.org/sharphu-vi,Sharphu VI,,27.77361111111111,87.92583333333334,6076.0,19934.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
LNAK,https://nepalhimalpeakprofile.org/lhonak,Lhonak,Rifil Peak,27.831944444444446,88.05722222222222,6070.0,19915.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
MERS,https://nepalhimalpeakprofile.org/mera-south,Mera South,,27.70111111111111,86.89500000000001,6064.0,19895.0,Opened,,,,Province 1,Solukhumbu,Mahakulung,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
